License Issue Date,Animal's Name,License Number,Primary Breed,Secondary Breed,Species,ZIP Code
2016-09-27,Harley,719691,"Retriever, Labrador",Mix,Dog,98126
2016-09-27,Zuki,121716,Shiba Inu,,Dog,98126
2016-09-27,Schatzi,443798,Papillon,,Dog,98125
2016-09-27,Tommy,730821,Puli,,Dog,98125
2016-09-27,Freud,726047,"Chihuahua, Short Coat",,Dog,98125
2016-09-27,Skinner,721274,"Chihuahua, Short Coat",,Dog,98125
2016-09-27,Sir Henry,733353,"Schnauzer, Miniature",,Dog,98102
2016-09-27,Rudy,726624,"Dachshund, Miniature Smooth Haired","Dachshund, Standard Wire Haired",Dog,98178
2016-09-27,Willie,726299,Australian Shepherd,Mix,Dog,98103
2016-09-27,Jack,723681,Beagle,,Dog,98199
2016-09-27,Bear,728103,"Terrier, Yorkshire","Poodle, Miniature",Dog,98107
2016-09-27,Scraps,581709,"Chihuahua, Short Coat",Mix,Dog,98103
2016-09-27,Moose,727450,"Retriever, Golden","Poodle, Miniature",Dog,98103
2016-09-27,Mochi,121672,Shiba Inu,,Dog,98106
2016-09-27,Kosmo,121704,Chinese Shar-Pei,,Dog,98117
2016-09-27,Latte,722620,"Spaniel, American Cocker",Maltese,Dog,98125
2016-09-27,Jasper,121729,Old English Sheepdog,,Dog,98164
2016-09-27,Charlie,729096,Shih Tzu,Maltese,Dog,98102
2016-09-27,Lincoln Kane,121695,"Chihuahua, Short Coat",,Dog,98102
2016-09-27,Rocket Baty,121602,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",Dog,98112
2016-09-27,Leo,139729,American Eskimo,,Dog,98125
2016-09-27,Balto Drackett,121675,Siberian Husky,,Dog,98116
2016-09-27,Weaver,722550,"Terrier, Yorkshire",,Dog,98116
2016-09-27,Holly,121357,Great Pyrenees,Border Collie,Dog,98103
2016-09-27,Rose,584876,"Poodle, Toy",,Dog,98115
2016-09-27,Inga,829110,"Retriever, Labrador",,Dog,98125
2016-09-27,Mei,121140,Chinese Shar-Pei,Mix,Dog,98199
2016-09-27,Ilsa,583394,"Retriever, Labrador",Mix,Dog,98117
2016-09-27,Maddie,121701,"Retriever, Labrador",Plott Hound,Dog,98108
2016-09-27,Jenga,121691,Pomeranian,"Spaniel, English Cocker",Dog,98112
2016-09-27,Carmela,572070,"Terrier, Yorkshire",,Dog,98115
2016-09-27,Mazie,121687,"Retriever, Labrador",,Dog,98115
2016-09-27,Dingding,730904,Australian Cattle Dog,,Dog,98112
2016-09-27,Pasha,121633,"Spaniel, American Cocker","Poodle, Miniature",Dog,98109
2016-09-27,Sami,121683,Papillon,"Terrier, Jack Russell",Dog,98103
2016-09-27,Betty,121643,Podenco Canario,,Dog,98125
2016-09-27,Anna,579652,Brittany,,Dog,98108
2016-09-27,Willow,121641,"Terrier, Yorkshire",,Dog,98107
2016-09-27,Joy,121715,"Retriever, Labrador","Poodle, Miniature",Dog,98117
2016-09-27,Gracie,121628,Lowchen,,Dog,98101
2016-09-27,Lucy,728346,Xoloitzcuintli,,Dog,98115
2016-09-27,Bree,729879,Greyhound,,Dog,98133
2016-09-27,Susie,121682,"Terrier, Boston",,Dog,98115
2016-09-27,Ella,725211,"Dachshund, Miniature Smooth Haired","Dachshund, Standard Wire Haired",Dog,98178
2016-09-27,Momo,121723,"Retriever, Labrador","Poodle, Standard",Dog,98117
2016-09-27,Lucky,113910,"Retriever, Golden",,Dog,98115
2016-09-27,Soleil,732942,"Poodle, Toy",,Dog,98115
2016-09-27,Lavender,121659,Mastiff,German Shepherd,Dog,98115
2016-09-27,Sophie,121730,Chow Chow,,Dog,98164
2016-09-26,Maya,118931,Domestic Shorthair,Mix,Cat,98118
2016-09-26,Leslie,118935,Domestic Shorthair,Mix,Cat,98144
2016-09-26,Lynne,118936,Domestic Shorthair,Mix,Cat,98144
2016-09-26,Rhubarb,118937,Domestic Shorthair,Mix,Cat,98122
2016-09-26,Binx,122385,Domestic Shorthair,Mix,Cat,98101
2016-09-26,Mochi,121493,Domestic Shorthair,Mix,Cat,98109
2016-09-26,Bear,121673,Domestic Shorthair,,Cat,98116
2016-09-26,Hazel,720287,American Shorthair,,Cat,98118
2016-09-26,Angus,133750,Domestic Shorthair,,Cat,98106
2016-09-26,Lily,121669,Domestic Shorthair,,Cat,98146
2016-09-26,Alfafalfa,732763,LaPerm,,Cat,98118
2016-09-26,Ducky,733018,Domestic Longhair,,Cat,98122
2016-09-26,Bobby,121661,Australian Cattle Dog,Australian Shepherd,Dog,98126
2016-09-26,Webster,572526,"Vizsla, Smooth Haired",,Dog,98115
2016-09-26,Arlo,726640,"Terrier, West Highland White",,Dog,98133
2016-09-26,Haggis,902256,"Terrier, Scottish",,Dog,98133
2016-09-26,Coco,728322,"Chihuahua, Short Coat","Terrier, Jack Russell",Dog,98112
2016-09-26,Henri,730730,"Bulldog, French",,Dog,98121
2016-09-26,Bo,726619,"Chihuahua, Short Coat",Miniature Pinscher,Dog,98112
2016-09-26,Jinx,121690,"Chihuahua, Short Coat","Terrier, Rat",Dog,98106
2016-09-26,Mendel,121612,"Retriever, Golden",,Dog,98109
2016-09-26,Percy,121613,"Retriever, Golden",,Dog,98109
2016-09-26,Hank,727492,"Retriever, Golden",,Dog,98115
2016-09-26,Pudge,722664,Border Collie,Mix,Dog,98115
2016-09-26,Oliver,121645,Border Collie,Australian Shepherd,Dog,98199
2016-09-26,Fudge,728727,Beagle,"Retriever, Labrador",Dog,98118
2016-09-26,Pompeii,440315,Havanese,,Dog,98117
2016-09-26,Spud,902213,Havanese,,Dog,98117
2016-09-26,Charlie,728712,"Retriever, Labrador",,Dog,98122
2016-09-26,Jr,121705,"Retriever, Labrador",Plott Hound,Dog,98115
2016-09-26,Petey,121655,"Welsh Corgi, Cardigan","Terrier, Cairn",Dog,98144
2016-09-26,Pilot,121656,Pekingese,,Dog,98144
2016-09-26,Bandit,121646,"Terrier, Yorkshire",,Dog,98126
2016-09-26,Manny,731056,Border Collie,,Dog,98115
2016-09-26,Louis,728456,"Dachshund, Standard Smooth Haired",,Dog,98146
2016-09-26,Daisy,101761,"Poodle, Standard",,Dog,98103
2016-09-26,Freya,121662,English Mastiff,"Retriever, Labrador",Dog,98126
2016-09-26,Ahni,213990,German Shepherd,,Dog,98133
2016-09-26,Poppy,730816,Australian Cattle Dog,Siberian Husky,Dog,98102
2016-09-26,Lucy,583487,"Terrier, American Pit Bull",,Dog,98103
2016-09-26,Nahla,121601,Boxer,,Dog,98109
2016-09-26,Lucy,136938,"Retriever, Golden",,Dog,98199
2016-09-26,Rosie,136939,"Retriever, Golden",,Dog,98199
2016-09-26,Tasha,727923,Shih Tzu,,Dog,98126
2016-09-26,Lena,726729,"Dachshund, Miniature Smooth Haired",,Dog,98125
2016-09-26,Molly,728771,"Welsh Corgi, Cardigan",,Dog,98105
2016-09-25,Charlie,121345,Domestic Shorthair,Mix,Cat,98107
2016-09-25,Sasha,118930,Domestic Shorthair,Mix,Cat,98121
2016-09-25,Pesto,733326,Domestic Medium Hair,,Cat,98103
2016-09-25,Tanuki,121352,Domestic Shorthair,Mix,Cat,98118
2016-09-25,Mini Mins,121353,Burmese,Mix,Cat,98115
2016-09-25,Kitten,121354,Domestic Longhair,Mix,Cat,98125
2016-09-25,Remy,118929,Domestic Shorthair,Mix,Cat,98103
2016-09-25,Preacher,121344,Miniature Pinscher,Mix,Dog,98119
2016-09-25,Hamilton,121349,"Retriever, Labrador",Mix,Dog,98117
2016-09-25,Edgar,121351,Shepherd,Mix,Dog,98118
2016-09-25,Hammer,121356,"Terrier, American Staffordshire",Mix,Dog,98119
2016-09-25,Stella,121347,"Poodle, Standard",Mix,Dog,98116
2016-09-25,Luna,121348,"Poodle, Standard",Mix,Dog,98116
2016-09-25,Sage,121346,German Shepherd,Mix,Dog,98121
2016-09-25,Marlowe,121350,Xoloitzcuintli,Mix,Dog,98177
2016-09-24,Freddy,724540,Domestic Shorthair,,Cat,98125
2016-09-24,Marigold,121135,Domestic Shorthair,Mix,Cat,98107
2016-09-24,Tigger,121136,Siamese,Manx,Cat,98126
2016-09-24,Frank,716199,Domestic Shorthair,,Cat,98125
2016-09-24,Patina,722655,Domestic Longhair,,Cat,98115
2016-09-24,Sylvanas,134145,Norwegian Forest,Mix,Cat,98103
2016-09-24,Jack,204573,Domestic Shorthair,,Cat,98119
2016-09-24,Jill,204574,Domestic Shorthair,,Cat,98119
2016-09-24,Rosie,730432,Domestic Shorthair,,Cat,98133
2016-09-24,Lovie,733220,Domestic Shorthair,,Cat,98107
2016-09-24,Minnie,720685,Domestic Shorthair,,Cat,98133
2016-09-24,Jack,578695,Domestic Shorthair,,Cat,98109
2016-09-24,Riggs,121139,Domestic Medium Hair,Maine Coon,Cat,98102
2016-09-24,Camille,578696,Domestic Shorthair,,Cat,98109
2016-09-24,Ava,121338,Domestic Shorthair,Mix,Cat,98117
2016-09-24,Dora,121339,Domestic Shorthair,Mix,Cat,98117
2016-09-24,Luminara,121336,Domestic Shorthair,Mix,Cat,98117
2016-09-24,Tart tatin,121340,Domestic Shorthair,Mix,Cat,98112
2016-09-24,Samuel,121341,Domestic Shorthair,Mix,Cat,98103
2016-09-24,Pumpkin,121342,Domestic Shorthair,Mix,Cat,98103
2016-09-24,Mitchell,118925,Domestic Shorthair,Mix,Cat,98119
2016-09-24,Niffler,118927,Domestic Medium Hair,Mix,Cat,98105
2016-09-24,Maria,118928,Domestic Medium Hair,Mix,Cat,98105
2016-09-24,Bantha,118926,Domestic Shorthair,Mix,Cat,98102
2016-09-24,Orbit,121134,Pomeranian,,Dog,98103
2016-09-24,Snoopy,727869,"Dachshund, Standard Smooth Haired",Beagle,Dog,98101
2016-09-24,Tutt,730982,"Dachshund, Standard Long Haired",,Dog,98125
2016-09-24,Oscar,121137,Xoloitzcuintli,Mix,Dog,98121
2016-09-24,Radar,729328,"Retriever, Flat-Coated",,Dog,98103
2016-09-24,Heidi,121337,"Dachshund, Miniature Smooth Haired",Mix,Dog,98103
2016-09-24,Ohsocutte,730369,Shih Tzu,"Poodle, Miniature",Dog,98199
2016-09-24,Gracie,726399,"Terrier, Dandie Dinmont",,Dog,98112
2016-09-24,Delta,730909,Portuguese Water Dog,,Dog,98119
2016-09-24,Tansey,721454,"Retriever, Labrador",,Dog,98107
2016-09-24,Sydney,725061,"Chihuahua, Short Coat",,Dog,98115
2016-09-23,Andy,962157,Domestic Shorthair,,Cat,98106
2016-09-23,Charlotte,272920,Domestic Longhair,,Cat,98106
2016-09-23,Sage,119871,Domestic Shorthair,Bengal,Cat,98117
2016-09-23,Opie,119870,Domestic Shorthair,Bengal,Cat,98117
2016-09-23,Quinn,121119,Domestic Shorthair,Mix,Cat,98109
2016-09-23,Frankie,121120,Domestic Shorthair,Mix,Cat,98118
2016-09-23,Betty Spaghetti,121121,Domestic Shorthair,Mix,Cat,98121
2016-09-23,Mila,112737,Domestic Shorthair,Mix,Cat,98115
2016-09-23,Bam Bam,121126,Domestic Shorthair,Mix,Cat,98106
2016-09-23,Pebbles,121125,Domestic Medium Hair,Mix,Cat,98106
2016-09-23,,121334,Domestic Shorthair,Mix,Cat,98133
2016-09-23,Cali,263823,Domestic Shorthair,,Cat,98136
2016-09-23,Abbey,121128,Domestic Medium Hair,Mix,Cat,98133
2016-09-23,Cleo,733363,Domestic Longhair,,Cat,98126
2016-09-23,Magic,724352,Domestic Shorthair,,Cat,98107
2016-09-23,,720412,Domestic Medium Hair,,Cat,98136
2016-09-23,,720411,Domestic Medium Hair,,Cat,98136
2016-09-23,Madeline,118923,Domestic Medium Hair,Mix,Cat,98105
2016-09-23,Juno,118924,Domestic Shorthair,Mix,Cat,98122
2016-09-23,Cazadores,730081,Domestic Shorthair,,Cat,98122
2016-09-23,Margo,121632,Domestic Shorthair,,Cat,98112
2016-09-23,,895998,Domestic Shorthair,,Cat,98103
2016-09-23,Chief,720521,Domestic Shorthair,,Cat,98103
2016-09-23,Ocho,720522,Domestic Medium Hair,,Cat,98103
2016-09-23,Lynx,121714,Siberian,,Cat,98117
2016-09-23,Betsy,713614,Domestic Shorthair,,Cat,98117
2016-09-23,Lil' Bit,121679,Domestic Medium Hair,,Cat,98144
2016-09-23,Pistachio,730460,Domestic Shorthair,,Cat,98103
2016-09-23,Hampton,720792,Domestic Longhair,,Cat,98126
2016-09-23,Tikka,578884,American Shorthair,Abyssinian,Cat,98103
2016-09-23,Aslan,578347,Domestic Longhair,,Cat,98117
2016-09-23,Chester,107949,"Retriever, Labrador",Mix,Dog,98112
2016-09-23,Walter,121326,"Chihuahua, Short Coat",Mix,Dog,98106
2016-09-23,Ozzy,121329,Rottweiler,Mix,Dog,98144
2016-09-23,Griff,121331,"Retriever, Labrador","Terrier, Pit Bull",Dog,98104
2016-09-23,Hwaitue (pronounce hi-two),121333,Korean Jindo,Mix,Dog,98199
2016-09-23,Schroeder,121335,Beagle,Mix,Dog,98133
2016-09-23,Alex,728356,Boxer,,Dog,98116
2016-09-23,Sweet Pea,121127,Maltese,Mix,Dog,98136
2016-09-23,Larson,730663,"Retriever, Labrador",,Dog,98126
2016-09-23,Luke,118119,"Retriever, Labrador",Mix,Dog,98116
2016-09-23,Oreo,726185,Terrier,,Dog,98146
2016-09-23,Tank,121649,"Terrier, Boston",,Dog,98102
2016-09-23,Kodiak,121719,"Retriever, Labrador",German Shepherd,Dog,98122
2016-09-23,Pepper,728663,"Terrier, Yorkshire","Poodle, Toy",Dog,98116
2016-09-23,Whimsley,121657,"Retriever, Labrador","Poodle, Standard",Dog,98105
2016-09-23,Akio,121630,Shiba Inu,,Dog,98122
2016-09-23,Bruce,121700,"Retriever, Labrador",,Dog,98107
2016-09-23,Drew,726344,Old English Sheepdog,,Dog,98136
2016-09-23,Gus Gus,584258,"Chihuahua, Short Coat","Schnauzer, Miniature",Dog,98144
2016-09-23,Echo,725991,Australian Shepherd,,Dog,98199
2016-09-23,Hank Rocefeller,121629,"Retriever, Labrador","Bulldog, English",Dog,98115
2016-09-23,Stitch,722437,"Terrier, Yorkshire",,Dog,98144
2016-09-23,Ozzie,725925,Border Collie,"Retriever, Labrador",Dog,98107
2016-09-23,Steve,725953,Border Collie,"Retriever, Labrador",Dog,98107
2016-09-23,Columbo II,121688,"Retriever, Labrador",,Dog,98103
2016-09-23,Zee,121642,"Welsh Corgi, Pembroke",,Dog,98119
2016-09-23,Von Miller Robinson-Stark,121720,"Terrier, American Staffordshire",Chow Chow,Dog,98108
2016-09-23,Wilbur,121615,"Spaniel, Cavalier King Charles",,Dog,98109
2016-09-23,Ray,581196,Portuguese Water Dog,,Dog,98117
2016-09-23,Louie,121636,"Retriever, Golden",,Dog,98116
2016-09-23,,121325,"Spaniel, Cavalier King Charles",Mix,Dog,98126
2016-09-23,Beenie,119869,"Schnauzer, Miniature",Mix,Dog,98122
2016-09-23,Daisy,121332,Terrier,Mix,Dog,98136
2016-09-23,Rylee,727222,"Welsh Corgi, Cardigan",,Dog,98117
2016-09-23,Maggie,581478,"Pointer, German Wirehaired",,Dog,98118
2016-09-23,Millie,722052,Border Collie,,Dog,98116
2016-09-23,Jade,113907,"Pointer, German Shorthaired",,Dog,98115
2016-09-23,Cici,121123,"Terrier, Soft Coated Wheaten",Mix,Dog,98109
2016-09-23,Lexi,121122,"Terrier, Soft Coated Wheaten",Mix,Dog,98109
2016-09-23,Jitana,960363,Spaniel,Mix,Dog,98134
2016-09-23,Lola,121131,Havanese,,Dog,98103
2016-09-23,Bela,729997,"Retriever, Golden","Poodle, Standard",Dog,98112
2016-09-23,Tonka,121650,"Terrier, Boston",,Dog,98102
2016-09-23,Athena,121640,"Pointer, German Wirehaired","Retriever, Labrador",Dog,98103
2016-09-23,Molly,722414,"Terrier, Yorkshire",,Dog,98144
2016-09-23,Daisy,725286,"Terrier, Yorkshire",,Dog,98126
2016-09-23,Coco,121654,"Retriever, Labrador","Poodle, Standard",Dog,98144
2016-09-23,Dora,728310,Australian Cattle Dog,,Dog,98117
2016-09-23,Julie,961283,Beagle,"Terrier, American Staffordshire",Dog,98105
2016-09-23,Abigail,121607,Bichon Frise,"Poodle, Miniature",Dog,98177
2016-09-23,Josephine's Flying Machine,121694,"Welsh Corgi, Pembroke",,Dog,98119
2016-09-23,Ebby,728745,"Retriever, Labrador","Terrier, Miniature Bull",Dog,98119
2016-09-23,Daisy,121667,"Chihuahua, Short Coat",Mix,Dog,98199
2016-09-22,Peggy,720450,Domestic Shorthair,,Cat,98126
2016-09-22,Bev,720448,Domestic Shorthair,,Cat,98126
2016-09-22,Smudge,713978,Domestic Shorthair,,Cat,98199
2016-09-22,Pekoe,713979,Domestic Shorthair,,Cat,98199
2016-09-22,Christina,732078,Domestic Shorthair,,Cat,98115
2016-09-22,Bella,715131,Domestic Medium Hair,,Cat,98107
2016-09-22,Juliette,121000,Siamese,,Cat,98105
2016-09-22,Romeo,121116,Siamese,Mix,Cat,98126
2016-09-22,Blue Eyes,724432,Siamese,,Cat,98119
2016-09-22,Schatzie,718125,Domestic Shorthair,,Cat,98115
2016-09-22,Loki,833654,Domestic Shorthair,,Cat,98103
2016-09-22,Hope,833653,Domestic Shorthair,,Cat,98103
2016-09-22,Eva,584467,Domestic Shorthair,,Cat,98109
2016-09-22,Dj,584439,Domestic Shorthair,,Cat,98109
2016-09-22,Mish Mish,720485,Domestic Shorthair,,Cat,98199
2016-09-22,Sesame,584110,Domestic Shorthair,,Cat,98103
2016-09-22,Theo,121407,Maine Coon,Domestic Longhair,Cat,98118
2016-09-22,Floyd,724266,Domestic Longhair,,Cat,98122
2016-09-22,Max,724267,Domestic Shorthair,,Cat,98122
2016-09-22,Whiskey,276507,Domestic Shorthair,,Cat,98199
2016-09-22,Quincy,714571,Domestic Shorthair,,Cat,98125
2016-09-22,Clementine,715162,Domestic Shorthair,,Cat,98103
2016-09-22,Verona,715163,Domestic Longhair,,Cat,98103
2016-09-22,Bones,121117,"Retriever, Labrador",Spaniel,Dog,98122
2016-09-22,Rebel,348947,Border Collie,Mix,Dog,98115
2016-09-22,Coda,728776,German Shepherd,Mix,Dog,98126
2016-09-22,Oakley,121402,"Poodle, Standard","Retriever, Labrador",Dog,98115
2016-09-22,Barney,121413,"Terrier, Tibetan",Mix,Dog,98115
2016-09-22,Chance,580894,"Terrier, Jack Russell",,Dog,98102
2016-09-22,Stevie,733255,"Terrier, Australian",,Dog,98136
2016-09-22,Owen,728427,Shih Tzu,,Dog,98115
2016-09-22,Abi,121415,Shepherd,,Dog,98199
2016-09-22,Will,731318,"Retriever, Labrador",,Dog,98115
2016-09-22,Snow,121412,Canaan,Saluki,Dog,98107
2016-09-22,Nellie,722656,Maltese,Mix,Dog,98105
2016-09-22,Kiya,120996,Bernese Mountain Dog,Mix,Dog,98121
2016-09-22,Murfee,120997,German Shepherd,,Dog,98107
2016-09-22,Maya,120998,German Shepherd,Mix,Dog,98109
2016-09-22,Taffy,722659,Shih Tzu,Bichon Frise,Dog,98115
2016-09-22,Paris,120999,"Poodle, Standard",Mix,Dog,98107
2016-09-22,Bingo,121118,"Chihuahua, Short Coat",Mix,Dog,98109
2016-09-22,Maggie,834796,"Retriever, Golden",,Dog,98103
2016-09-22,Dory,722239,Havanese,,Dog,98105
2016-09-22,Wags,721867,"Spaniel, Cavalier King Charles",,Dog,98125
2016-09-22,Schuyler,120299,"Retriever, Labrador",Basenji,Dog,98102
2016-09-22,Annabelle,120300,"Retriever, Labrador",Basenji,Dog,98102
2016-09-22,Amy,445056,"Terrier, Yorkshire",,Dog,98144
2016-09-22,Maple,121410,Mix,,Dog,98122
2016-09-22,Gemma,731014,"Retriever, Labrador","Poodle, Standard",Dog,98101
2016-09-22,Hattie,121435,"Retriever, Labrador",,Dog,98107
2016-09-22,Dandy,835229,"Poodle, Miniature",Mix,Dog,98117
2016-09-22,Stella,721566,German Shepherd,Hound,Dog,98144
2016-09-22,Sophia,731017,"Dachshund, Miniature Smooth Haired",,Dog,98103
2016-09-22,Lucee,723360,"Retriever, Golden","Retriever, Labrador",Dog,98144
2016-09-22,Kayla,730616,"Terrier, Staffordshire Bull",,Dog,98199
2016-09-22,Roxie,726454,"Terrier, Staffordshire Bull",,Dog,98199
2016-09-22,Coco,358992,Australian Shepherd,,Dog,98125
2016-09-22,Molly,121425,Shih Tzu,,Dog,98122
2016-09-22,Nakita,121455,"Terrier, American Pit Bull",,Dog,98118
2016-09-22,Bessie,731033,Terrier,"Chihuahua, Short Coat",Dog,98118
2016-09-22,Lola,121422,"Chihuahua, Short Coat",Miniature Pinscher,Dog,98199
2016-09-22,Kona,729929,Australian Cattle Dog,Mix,Dog,98107
2016-09-21,Eldie,120993,Domestic Shorthair,Mix,Cat,98126
2016-09-21,Mowgali,120994,Norwegian Forest,,Cat,98117
2016-09-21,Hilly,121113,Domestic Shorthair,Mix,Cat,98122
2016-09-21,Hyde,120995,Domestic Shorthair,,Cat,98178
2016-09-21,Bella,121115,Domestic Shorthair,,Cat,98103
2016-09-21,Squirt,204774,Domestic Shorthair,,Cat,98103
2016-09-21,Isabella,121424,LaPerm,,Cat,98109
2016-09-21,McGill,586993,Domestic Shorthair,,Cat,98102
2016-09-21,Wolfgang,578624,Himalayan,Mix,Cat,98115
2016-09-21,Franklin,121453,Domestic Shorthair,,Cat,98118
2016-09-21,Noah,121454,Domestic Shorthair,,Cat,98118
2016-09-21,Mr Big,715198,Domestic Shorthair,,Cat,98112
2016-09-21,Figuery Frances,732082,Domestic Shorthair,,Cat,98102
2016-09-21,Liberty,584307,Burmese,Siamese,Cat,98117
2016-09-21,Mia,584451,Siamese,Burmese,Cat,98117
2016-09-21,Olivia,121433,Tiffany,,Cat,98105
2016-09-21,Clementine,730329,Domestic Shorthair,,Cat,98126
2016-09-21,Eowyn,121416,Domestic Shorthair,Sphynx,Cat,98119
2016-09-21,Portland,121417,Maine Coon,,Cat,98116
2016-09-21,Dover,119866,Border Collie,,Dog,98105
2016-09-21,Peanut,722581,"Terrier, Fox, Toy",,Dog,98116
2016-09-21,Chairo,119864,Pomeranian,Mix,Dog,98125
2016-09-21,Oscar,110296,German Shepherd,"Retriever, Golden",Dog,98117
2016-09-21,Sullivan,726749,Australian Cattle Dog,German Shepherd,Dog,98199
2016-09-21,Moki,121427,Bernese Mountain Dog,,Dog,98119
2016-09-21,Shadow,730933,"Retriever, Labrador",,Dog,98103
2016-09-21,Linus,116321,"Dachshund, Miniature Smooth Haired",,Dog,98125
2016-09-21,Quincy,729607,Great Dane,"Retriever, Labrador",Dog,98133
2016-09-21,Turkish,586406,Australian Cattle Dog,Siberian Husky,Dog,98133
2016-09-21,Charlie,121421,Maltese,"Poodle, Miniature",Dog,98144
2016-09-21,Oliver,121443,"Terrier, Rat","Chihuahua, Short Coat",Dog,98102
2016-09-21,Maximus Bo,728572,"Chihuahua, Short Coat",Miniature Pinscher,Dog,98103
2016-09-21,Cooper,121419,"Terrier, Yorkshire",,Dog,98126
2016-09-21,Micro,121420,Border Collie,,Dog,98126
2016-09-21,Ike,443281,Great Dane,,Dog,98115
2016-09-21,Archer,121432,"Retriever, Labrador","Poodle, Miniature",Dog,98119
2016-09-21,Benny,726517,"Schnauzer, Miniature",,Dog,98119
2016-09-21,Elvis,121428,"Bulldog, American","Terrier, Pit Bull",Dog,98103
2016-09-21,Buck Rogers,121414,"Chihuahua, Short Coat",,Dog,98101
2016-09-21,Bowie,121404,"Dachshund, Miniature Long Haired",,Dog,98117
2016-09-21,Victor,728764,"Spaniel, Cavalier King Charles",,Dog,98103
2016-09-21,Edgar,726477,Papillon,,Dog,98126
2016-09-21,Mad Cow,726493,Papillon,,Dog,98126
2016-09-21,Arnie,121431,"Schnauzer, Standard",,Dog,98118
2016-09-21,Sam,121437,Mix,"Poodle, Toy",Dog,98115
2016-09-21,Archie,121438,"Retriever, Golden",,Dog,98103
2016-09-21,Hutch,728412,"Retriever, Golden","Poodle, Standard",Dog,98109
2016-09-21,Rufus,730644,"Terrier, Jack Russell",,Dog,98112
2016-09-21,Zeke,121411,Beagle,Australian Shepherd,Dog,98119
2016-09-21,Kooh i Noor,728728,"Schnauzer, Miniature",,Dog,98117
2016-09-21,Loki,437941,Xoloitzcuintli,,Dog,98107
2016-09-21,Brownie,121109,"Retriever, Labrador",,Dog,98106
2016-09-21,Maggie,121110,"Spaniel, American Cocker",Mix,Dog,98119
2016-09-21,Jenny,121112,"Chihuahua, Short Coat",Mix,Dog,98122
2016-09-21,Juniper,119865,"Retriever, Labrador",German Shepherd,Dog,98109
2016-09-21,Chibi,728004,"Poodle, Miniature",,Dog,98146
2016-09-21,Ruby,730476,Maltese,Mix,Dog,98199
2016-09-21,Velvet,121409,"Terrier, American Staffordshire",,Dog,98101
2016-09-21,Mayzie,121426,Bernese Mountain Dog,,Dog,98119
2016-09-21,Molly,586405,German Shepherd,Beagle,Dog,98133
2016-09-21,Kayden,121442,Schipperke,Terrier,Dog,98102
2016-09-21,Yuki,113824,Papillon,"Chihuahua, Short Coat",Dog,98108
2016-09-21,Kenzee,730666,"Retriever, Golden",,Dog,98199
2016-09-21,Peanut,726210,Pomeranian,,Dog,98126
2016-09-21,Scout,725209,Shiba Inu,,Dog,98116
2016-09-21,Whiskey,121445,"Terrier, American Staffordshire",German Shepherd,Dog,98115
2016-09-21,Mimi,730752,"Chihuahua, Short Coat",,Dog,98126
2016-09-21,Thelma,944978,Terrier,Mix,Dog,98126
2016-09-21,Saylor,103598,"Poodle, Miniature","Terrier, Scottish",Dog,98117
2016-09-21,Bailey,723616,Great Dane,Mastiff,Dog,98109
2016-09-21,Bessie,136002,"Retriever, Labrador","Terrier, Bull",Dog,98106
2016-09-20,Jasper,120990,Domestic Longhair,,Cat,98107
2016-09-20,Darby,120991,Domestic Shorthair,,Cat,98102
2016-09-20,Buddy,724879,LaPerm,,Cat,98117
2016-09-20,Cayou,714348,Siamese,,Cat,98116
2016-09-20,Taco,121103,Domestic Shorthair,Mix,Cat,98199
2016-09-20,Rabbit,732922,Domestic Shorthair,,Cat,98117
2016-09-20,Chloe,130707,Domestic Shorthair,,Cat,98112
2016-09-20,Hattie,130003,Domestic Medium Hair,,Cat,98112
2016-09-20,Dawn,118920,Domestic Shorthair,Mix,Cat,98103
2016-09-20,Mr Man,118921,Domestic Shorthair,Mix,Cat,98103
2016-09-20,Rey,121108,Domestic Shorthair,Mix,Cat,98177
2016-09-20,Leia,121107,Domestic Shorthair,Mix,Cat,98177
2016-09-20,Koos Emek,573779,Domestic Shorthair,,Cat,98106
2016-09-20,Zubie,573780,Domestic Shorthair,,Cat,98106
2016-09-20,Coya,121315,Domestic Shorthair,,Cat,98107
2016-09-20,Piper,121314,Domestic Shorthair,,Cat,98107
2016-09-20,Robby,430837,Domestic Shorthair,,Cat,98118
2016-09-20,Cooper,715043,Domestic Longhair,,Cat,98126
2016-09-20,Bibs,723711,Domestic Shorthair,,Cat,98102
2016-09-20,Mellow,121284,Domestic Longhair,,Cat,98118
2016-09-20,Darcy,720798,Domestic Shorthair,Domestic Medium Hair,Cat,98133
2016-09-20,Mika,730317,Domestic Longhair,,Cat,98105
2016-09-20,Emmie,724285,Domestic Shorthair,,Cat,98199
2016-09-20,Turkish,724284,Domestic Shorthair,,Cat,98199
2016-09-20,Saki,730309,Domestic Medium Hair,,Cat,98125
2016-09-20,Munkstrap,714034,Domestic Shorthair,,Cat,98107
2016-09-20,Ako,586784,Domestic Shorthair,,Cat,98107
2016-09-20,Riko,586785,Domestic Shorthair,,Cat,98107
2016-09-20,Julia,730207,Pixie-Bob,Domestic Shorthair,Cat,98136
2016-09-20,,715930,Domestic Medium Hair,,Cat,98117
2016-09-20,,715929,Domestic Medium Hair,,Cat,98117
2016-09-20,Doug,121220,Domestic Shorthair,,Cat,98122
